,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","12,065,049","12,032,935","32,114"
1,2,"Alcaraz, Carlos","9,122,838","9,122,838",0
2,3,"Zverev, Alexander","7,474,603","7,318,906","155,697"
3,4,"Medvedev, Daniil","4,888,256","4,845,510","42,746"
4,5,"Fritz, Taylor","4,758,795","4,668,186","90,609"
5,6,"Djokovic, Novak","4,421,915","4,421,915",0
6,7,"Ruud, Casper","3,941,307","3,886,351","54,956"
7,8,"Rublev, Andrey","3,799,816","3,736,753","63,063"
8,9,"de Minaur, Alex","3,749,046","3,710,718","38,328"
9,10,"Tsitsipas, Stefanos","3,528,424","3,392,603","135,821"
10,11,"Dimitrov, Grigor","3,186,056","3,169,105","16,951"
11,12,"Paul, Tommy","2,940,923","2,912,091","28,832"
12,13,"Humbert, Ugo","2,817,088","2,767,446","49,642"
13,14,"Draper, Jack","2,745,025","2,707,707","37,318"
14,15,"Hurkacz, Hubert","2,729,808","2,701,708","28,100"
15,16,"Thompson, Jordan","2,729,546","1,683,840","1,045,706"
16,17,"Tiafoe, Frances","2,729,135","2,699,718","29,417"
17,18,"Musetti, Lorenzo","2,715,979","2,646,694","69,285"
18,19,"Rune, Holger","2,707,145","2,673,232","33,913"
19,20,"Khachanov, Karen","2,519,587","2,413,465","106,122"
20,21,"Shelton, Ben","2,403,182","2,222,233","180,949"
21,22,"Popyrin, Alexei","2,336,806","2,301,802","35,004"
22,23,"Fils, Arthur","2,259,048","2,174,206","84,842"
23,24,"Korda, Sebastian","2,185,286","1,902,107","283,179"
24,25,"Machac, Tomas","2,018,074","1,800,531","217,543"
25,26,"Cerundolo, Francisco","1,818,980","1,686,753","132,227"
26,27,"Jarry, Nicolas","1,806,343","1,721,544","84,799"
27,28,"Auger-Aliassime, Felix","1,780,879","1,753,111","27,768"
28,29,"Tabilo, Alejandro","1,768,245","1,648,299","119,946"
29,30,"Griekspoor, Tallon","1,763,220","1,570,029","193,191"
30,31,"Baez, Sebastian","1,760,418","1,683,092","77,326"
31,32,"Bublik, Alexander","1,714,205","1,527,508","186,697"
32,33,"Zhang, Zhizhen","1,669,281","1,448,941","220,340"
33,34,"Arnaldi, Matteo","1,620,156","1,599,342","20,814"
34,35,"Cobolli, Flavio","1,616,189","1,544,117","72,072"
35,36,"Purcell, Max","1,600,025","773,141","826,884"
36,37,"Etcheverry, Tomas Martin","1,584,681","1,452,743","131,938"
37,38,"Lehecka, Jiri","1,554,981","1,527,318","27,663"
38,39,"Borges, Nuno","1,453,053","1,375,761","77,292"
39,40,"Mpetshi Perricard, Giovanni","1,443,482","1,397,441","46,041"
40,41,"Nakashima, Brandon","1,419,129","1,391,107","28,022"
41,42,"Mannarino, Adrian","1,415,012","1,308,732","106,280"
42,43,"Struff, Jan-Lennard","1,408,984","1,309,920","99,064"
43,44,"Kecmanovic, Miomir","1,354,634","1,306,225","48,409"
44,45,"Michelsen, Alex","1,331,687","1,192,328","139,359"
45,46,"Marozsan, Fabian","1,321,800","1,270,317","51,483"
46,47,"Monfils, Gael","1,305,034","1,305,034",0
47,48,"Norrie, Cameron","1,271,422","1,263,998","7,424"
48,49,"Davidovich Fokina, Alejandro","1,239,151","1,217,056","22,095"
49,50,"Sonego, Lorenzo","1,228,897","1,169,347","59,550"
50,51,"Shapovalov, Denis","1,168,029","1,138,879","29,150"
51,52,"Giron, Marcos","1,157,536","1,111,370","46,166"
52,53,"Mensik, Jakub","1,136,947","1,136,947",0
53,54,"Safiullin, Roman","1,136,261","1,049,432","86,829"
54,55,"Bautista Agut, Roberto","1,135,555","1,131,745","3,810"
55,56,"Darderi, Luciano","1,116,217","1,027,095","89,122"
56,57,"Shang, Juncheng","1,084,459","1,083,923",536
57,58,"Navone, Mariano","1,067,355","1,005,889","61,466"
58,59,"Martinez, Pedro","1,066,017","960,850","105,167"
59,60,"Carballes Baena, Roberto","1,052,652","981,230","71,422"
60,61,"Rinderknech, Arthur","1,046,034","1,002,430","43,604"
61,62,"Vavassori, Andrea","1,043,943","199,530","844,413"
62,63T,"Granollers, Marcel","1,039,195",0,"1,039,195"
63,63T,"Zeballos, Horacio","1,039,195",0,"1,039,195"
64,65T,"Arevalo, Marcelo","1,027,777",0,"1,027,777"
65,65T,"Pavic, Mate","1,027,777",0,"1,027,777"
66,67,"Mektic, Nikola","1,026,550",0,"1,026,550"
67,68,"Koolhof, Wesley","1,021,405","2,180","1,019,225"
68,69,"Shevchenko, Alexander","1,009,443","963,622","45,821"
69,70,"van de Zandschulp, Botic","984,484","905,495","78,989"
70,71,"Goffin, David","978,344","973,915","4,429"
71,72,"Muller, Alexandre","977,989","912,510","65,479"
72,73,"Munar, Jaume","961,009","904,013","56,996"
73,74,"Seyboth Wild, Thiago","949,358","875,066","74,292"
74,75,"Ofner, Sebastian","948,435","878,443","69,992"
75,76,"Kotov, Pavel","938,244","897,558","40,686"
76,77,"Vukic, Aleksandar","931,455","890,517","40,938"
77,78,"O'Connell, Christopher","928,942","913,238","15,704"
78,79,"Hijikata, Rinky","928,505","806,579","121,926"
79,80,"Berrettini, Matteo","917,656","917,656",0
80,81,"Lajovic, Dusan","879,168","850,185","28,983"
81,82,"Cazaux, Arthur","870,129","870,129",0
82,83,"Coric, Borna","867,994","867,994",0
83,84,"Kokkinakis, Thanasi","858,760","815,852","42,908"
84,85,"Nishioka, Yoshihito","841,844","823,181","18,663"
85,86,"Bolelli, Simone","839,201",0,"839,201"
86,87,"Koepfer, Dominik","837,755","714,815","122,940"
87,88,"Altmaier, Daniel","835,558","813,689","21,869"
88,89,"Hanfmann, Yannick","820,856","704,099","116,757"
89,90,"Eubanks, Christopher","810,990","731,522","79,468"
90,91,"Bergs, Zizou","791,539","773,790","17,749"
91,92,"Heliovaara, Harri","775,175",0,"775,175"
92,93,"Bopanna, Rohan","769,851",0,"769,851"
93,94,"Ebden, Matthew","765,331",0,"765,331"
94,95,"Daniel, Taro","763,793","760,885","2,908"
95,96,"Patten, Henry","763,034",0,"763,034"
96,97,"Evans, Daniel","750,910","724,212","26,698"
97,98,"Kovacevic, Aleksandar","737,010","737,010",0
98,99,"Ruusuvuori, Emil","724,388","703,219","21,169"
99,100,"Gaston, Hugo","720,283","703,597","16,686"
100,101,"Diaz Acosta, Facundo","720,136","710,179","9,957"
101,102,"McDonald, Mackenzie","708,276","542,653","165,623"
102,103,"Moutet, Corentin","698,154","698,154",0
103,104,"Wawrinka, Stan","691,561","683,581","7,980"
104,105,"Fognini, Fabio","690,191","687,351","2,840"
