,Rank,diff,pct,women,men
0,1,-1203148,121.39461885720554,"SWIATEK, IGA","Sinner, Jannik"
1,2,698877,85.94766504195229,"PAOLINI, JASMINE","Zverev, Alexander"
2,3,815986,82.07599950532425,"SABALENKA, ARYNA","Alcaraz, Carlos"
3,4,-318999,110.03549872180693,"KREJCIKOVA, BARBORA","Ruud, Casper"
4,5,-132535,104.57217471099412,"RYBAKINA, ELENA","Medvedev, Daniil"
5,6,-90167,103.20549670143167,"GAUFF, COCO","Tsitsipas, Stefanos"
6,7,191048,92.09408898163932,"COLLINS, DANIELLE","de Minaur, Alex"
7,8,82760,96.31843164120278,"MERTENS, ELISE","Rublev, Andrey"
8,9,196888,90.52538931762764,"ZHENG, QINWEN","Hurkacz, Hubert"
9,10,285585,85.82741289058545,"SAKKARI, MARIA","Fritz, Taylor"
10,11,149915,91.9098418070925,"OSTAPENKO, JELENA","Dimitrov, Grigor"
11,12,298840,83.86057576764068,"DOLEHIDE, CAROLINE","Djokovic, Novak"
12,13,228783,87.12191744580727,"SINIAKOVA, KATERINA","Paul, Tommy"
13,14,-17507,101.1859415761026,"HSIEH, SU-WEI","Humbert, Ugo"
14,15,-96993,107.08491111812349,"VEKIC, DONNA","Auger-Aliassime, Felix"
15,16,-106835,107.88327426504065,"NAVARRO, EMMA","Baez, Sebastian"
16,17,-124495,109.36458195428997,"KALINSKAYA, ANNA","Jarry, Nicolas"
17,18,-97403,107.62988818719754,"KOSTYUK, MARTA","Khachanov, Karen"
18,19,-61455,104.88787436520465,"ANDREEVA, MIRRA","Rune, Holger"
19,20,-45978,103.697136805641,"YASTREMSKA, DAYANA","Korda, Sebastian"
20,21,-13069,101.1020786777417,"GARCIA, CAROLINE","Bublik, Alexander"
21,22,-4983,100.42481832473409,"VONDROUSOVA, MARKETA","Zhang, Zhizhen"
22,23,-8074,100.70799160652011,"KASATKINA, DARIA","Cerundolo, Francisco"
23,24,-18705,101.67082474696451,"KRAWCZYK, DESIRAE","Thompson, Jordan"
24,25,-21056,101.8888878921353,"SVITOLINA, ELINA","Griekspoor, Tallon"
25,26,-4860,100.43627706645863,"AZARENKA, VICTORIA","Musetti, Lorenzo"
26,27,-19443,101.77677336932634,"KEYS, MADISON","Tabilo, Alejandro"
27,28,4872,99.54983340509635,"PEGULA, JESSICA","Fils, Arthur"
28,29,-27875,102.6736480452875,"HADDAD MAIA, BEATRIZ","Shelton, Ben"
29,30,-30032,102.93655775823463,"NOSKOVA, LINDA","Struff, Jan-Lennard"
30,31,-36154,103.63240327975251,"JABEUR, ONS","Norrie, Cameron"
31,32,-54757,105.80250890663976,"PUTINTSEVA, YULIA","Lehecka, Jiri"
32,33,-9221,100.9946765763968,"POTAPOVA, ANASTASIA","Etcheverry, Tomas Martin"
33,34,-4567,100.49277720471133,"ALEXANDROVA, EKATERINA","Machac, Tomas"
34,35,-67636,107.83833804426304,"PAVLYUCHENKOVA, ANASTASIA","Arnaldi, Matteo"
35,36,-55603,106.48121597836604,"FERNANDEZ, LEYLAH","Marozsan, Fabian"
36,37,-61725,107.48618285327566,"WANG, XINYU","Mannarino, Adrian"
37,38,-28769,103.50484994529954,"BOULTER, KATIE","Davidovich Fokina, Alejandro"
38,39,-35806,104.46942018366488,"BUCSA, CRISTINA","Borges, Nuno"
39,40,-52217,106.78010777121341,"KENIN, SOFIA","Vavassori, Andrea"
40,41,-49781,106.53715189183582,"ERRANI, SARA","Draper, Jack"
41,42,-49082,106.50361473880596,"SIEGEMUND, LAURA","Kecmanovic, Miomir"
42,43,-63666,108.63271308222271,"SAMSONOVA, LIUDMILA","Ofner, Sebastian"
43,44,-49476,106.78066449854249,"TOWNSEND, TAYLOR","Koepfer, Dominik"
44,45,-60317,108.66204151150951,"BADOSA, PAULA","Monfils, Gael"
