,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","2,150,400","2,150,400",0
1,2,"Zverev, Alexander","1,587,705","1,587,705",0
2,3,"Fritz, Taylor","1,103,296","1,103,296",0
3,4,"de Minaur, Alex","1,063,474","1,063,474",0
4,5,"Alcaraz, Carlos","949,026","949,026",0
5,6,"Shelton, Ben","734,060","728,140","5,920"
6,7,"Djokovic, Novak","728,980","716,050","12,930"
7,8,"Rublev, Andrey","719,567","709,902","9,665"
8,9,"Ruud, Casper","716,195","716,195",0
9,10,"Hurkacz, Hubert","667,209","661,880","5,329"
10,11,"Shapovalov, Denis","658,275","658,275",0
11,12,"Auger-Aliassime, Felix","614,302","614,302",0
12,13,"Paul, Tommy","592,061","592,061",0
13,14,"Baez, Sebastian","576,773","562,635","14,138"
14,15,"Lehecka, Jiri","548,638","539,383","9,255"
15,16,"Draper, Jack","535,763","535,763",0
16,17,"Humbert, Ugo","532,158","532,158",0
17,18,"Machac, Tomas","490,931","465,741","25,190"
18,19,"Sonego, Lorenzo","476,789","474,939","1,850"
19,20,"Muller, Alexandre","454,078","434,800","19,278"
20,21,"Davidovich Fokina, Alejandro","381,128","377,993","3,135"
21,22,"Kecmanovic, Miomir","380,849","350,571","30,278"
22,23,"Monfils, Gael","372,458","372,458",0
23,24,"Munar, Jaume","365,910","299,625","66,285"
24,25,"Michelsen, Alex","364,488","346,563","17,925"
25,26,"Tsitsipas, Stefanos","342,117","342,117",0
26,27,"Shevchenko, Alexander","340,298","328,010","12,288"
27,28,"Borges, Nuno","336,519","279,377","57,142"
28,29,"Cerundolo, Francisco","334,639","314,176","20,463"
29,30,"Martinez, Pedro","331,371","263,236","68,135"
30,31,"Carreno Busta, Pablo","328,283","312,860","15,423"
31,32,"Rune, Holger","312,528","312,528",0
32,33,"Etcheverry, Tomas Martin","299,778","279,315","20,463"
33,34,"Cobolli, Flavio","299,722","284,550","15,172"
34,35,"Vavassori, Andrea","288,252","53,045","235,207"
35,36,"Zhang, Zhizhen","285,334","254,814","30,520"
36,37,"Tien, Learner","282,263","277,278","4,985"
37,38T,"Heliovaara, Harri","278,082",0,"278,082"
38,38T,"Patten, Henry","278,082",0,"278,082"
39,40,"Marozsan, Fabian","275,441","275,441",0
40,41,"Medvedev, Daniil","274,732","274,732",0
41,42,"Carballes Baena, Roberto","272,579","253,301","19,278"
42,43,"Fonseca, Joao","270,130","270,130",0
43,44,"Mensik, Jakub","268,345","253,761","14,584"
44,45,"Opelka, Reilly","267,010","267,010",0
45,46,"Ugo Carabelli, Camilo","249,670","249,670",0
46,47,"Vukic, Aleksandar","244,553","225,246","19,307"
47,48,"Comesana, Francisco","243,863","229,725","14,138"
48,49,"Bonzi, Benjamin","241,279","221,050","20,229"
49,50,"Khachanov, Karen","240,642","225,057","15,585"
50,51,"Bergs, Zizou","238,857","233,642","5,215"
51,52,"Fils, Arthur","238,211","235,076","3,135"
52,53,"Bolelli, Simone","235,207",0,"235,207"
53,54,"Giron, Marcos","231,574","219,286","12,288"
54,55,"Nishioka, Yoshihito","228,680","228,680",0
55,56,"Berrettini, Matteo","224,458","224,458",0
56,57,"Griekspoor, Tallon","222,031","176,707","45,324"
57,58,"Musetti, Lorenzo","220,481","218,631","1,850"
58,59,"Altmaier, Daniel","216,975","216,975",0
59,60,"Nishikori, Kei","212,050","212,050",0
60,61,"Arnaldi, Matteo","209,070","203,150","5,920"
61,62,"Moutet, Corentin","208,421","208,421",0
62,63,"van de Zandschulp, Botic","204,800","157,744","47,056"
63,64,"Navone, Mariano","196,752","154,555","42,197"
64,65,"Fearnley, Jacob","195,209","194,194","1,015"
65,66,"Korda, Sebastian","191,332","191,332",0
66,67,"Hijikata, Rinky","186,423","157,580","28,843"
67,68,"Faria, Jaime","185,560","184,980",580
68,69,"Bu, Yunchaokete","180,874","166,736","14,138"
69,70,"Darderi, Luciano","180,347","137,790","42,557"
70,71,"Bublik, Alexander","179,829","161,621","18,208"
71,72,"Bellucci, Mattia","178,715","178,715",0
72,73,"Schoolkate, Tristan","175,002","155,545","19,457"
73,74,"Tiafoe, Frances","174,200","174,200",0
74,75,"Cazaux, Arthur","173,373","158,556","14,817"
75,76,"Norrie, Cameron","171,720","169,870","1,850"
76,77,"Diaz Acosta, Facundo","171,270","171,270",0
