,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","16,946,149","16,914,035","32,114"
1,2,"Alcaraz, Carlos","9,850,338","9,850,338",0
2,3,"Zverev, Alexander","8,995,103","8,839,406","155,697"
3,4,"Fritz, Taylor","7,006,195","6,915,586","90,609"
4,5,"Medvedev, Daniil","5,615,756","5,573,010","42,746"
5,6,"Ruud, Casper","5,065,307","5,010,351","54,956"
6,7,"Djokovic, Novak","4,421,915","4,421,915",0
7,8,"Rublev, Andrey","4,130,816","4,067,753","63,063"
8,9,"de Minaur, Alex","4,080,046","4,041,718","38,328"
9,10,"Tsitsipas, Stefanos","3,528,424","3,392,603","135,821"
10,11,"Dimitrov, Grigor","3,186,056","3,169,105","16,951"
11,12,"Paul, Tommy","2,940,923","2,912,091","28,832"
12,13,"Thompson, Jordan","2,893,246","1,683,840","1,209,406"
13,14,"Humbert, Ugo","2,817,088","2,767,446","49,642"
14,15,"Draper, Jack","2,745,025","2,707,707","37,318"
15,16,"Hurkacz, Hubert","2,729,808","2,701,708","28,100"
16,17,"Tiafoe, Frances","2,729,135","2,699,718","29,417"
17,18,"Musetti, Lorenzo","2,715,979","2,646,694","69,285"
18,19,"Rune, Holger","2,707,145","2,673,232","33,913"
19,20,"Khachanov, Karen","2,519,587","2,413,465","106,122"
20,21,"Shelton, Ben","2,403,182","2,222,233","180,949"
21,22,"Popyrin, Alexei","2,336,806","2,301,802","35,004"
22,23,"Fils, Arthur","2,259,048","2,174,206","84,842"
23,24,"Korda, Sebastian","2,185,286","1,902,107","283,179"
24,25,"Machac, Tomas","2,018,074","1,800,531","217,543"
25,26,"Cerundolo, Francisco","1,818,980","1,686,753","132,227"
26,27,"Jarry, Nicolas","1,806,343","1,721,544","84,799"
27,28,"Auger-Aliassime, Felix","1,780,879","1,753,111","27,768"
28,29,"Tabilo, Alejandro","1,768,245","1,648,299","119,946"
29,30,"Purcell, Max","1,763,725","773,141","990,584"
30,31,"Griekspoor, Tallon","1,763,220","1,570,029","193,191"
31,32,"Baez, Sebastian","1,760,418","1,683,092","77,326"
32,33,"Bublik, Alexander","1,714,205","1,527,508","186,697"
33,34,"Zhang, Zhizhen","1,669,281","1,448,941","220,340"
34,35,"Arnaldi, Matteo","1,620,156","1,599,342","20,814"
