,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","12,065,049","12,032,935","32,114"
1,2,"Alcaraz, Carlos","9,036,407","9,036,407",0
2,3,"Zverev, Alexander","6,389,069","6,253,224","135,845"
3,4,"Medvedev, Daniil","4,841,908","4,799,162","42,746"
4,5,"Fritz, Taylor","4,704,620","4,621,838","82,782"
5,6,"Djokovic, Novak","4,421,915","4,421,915",0
6,7,"Ruud, Casper","3,840,918","3,785,962","54,956"
7,8,"Rublev, Andrey","3,640,680","3,577,617","63,063"
8,9,"de Minaur, Alex","3,420,709","3,382,381","38,328"
9,10,"Tsitsipas, Stefanos","3,270,963","3,137,203","133,760"
10,11,"Dimitrov, Grigor","2,918,251","2,901,300","16,951"
11,12,"Paul, Tommy","2,779,507","2,750,675","28,832"
12,13,"Hurkacz, Hubert","2,704,132","2,676,032","28,100"
13,14,"Tiafoe, Frances","2,632,865","2,603,448","29,417"
14,15,"Musetti, Lorenzo","2,546,362","2,477,077","69,285"
15,16,"Thompson, Jordan","2,521,613","1,522,255","999,358"
16,17,"Rune, Holger","2,271,927","2,238,014","33,913"
17,18,"Humbert, Ugo","2,237,408","2,187,766","49,642"
18,19,"Popyrin, Alexei","2,229,437","2,194,433","35,004"
19,20,"Korda, Sebastian","2,185,286","1,902,107","283,179"
20,21,"Draper, Jack","2,156,672","2,119,354","37,318"
21,22,"Shelton, Ben","2,077,496","1,915,111","162,385"
22,23,"Fils, Arthur","2,015,078","1,948,800","66,278"
23,24,"Machac, Tomas","1,894,903","1,683,119","211,784"
24,25,"Khachanov, Karen","1,795,587","1,689,465","106,122"
25,26,"Jarry, Nicolas","1,720,979","1,641,738","79,241"
26,27,"Auger-Aliassime, Felix","1,720,168","1,692,400","27,768"
27,28,"Baez, Sebastian","1,695,726","1,623,958","71,768"
28,29,"Tabilo, Alejandro","1,647,103","1,532,715","114,388"
29,30,"Griekspoor, Tallon","1,645,477","1,464,099","181,378"
30,31,"Bublik, Alexander","1,642,082","1,460,943","181,139"
31,32,"Cerundolo, Francisco","1,620,309","1,501,466","118,843"
32,33,"Zhang, Zhizhen","1,605,787","1,391,206","214,581"
33,34,"Cobolli, Flavio","1,576,930","1,504,858","72,072"
34,35,"Arnaldi, Matteo","1,574,264","1,553,450","20,814"
35,36,"Purcell, Max","1,553,677","773,141","780,536"
36,37,"Etcheverry, Tomas Martin","1,473,464","1,358,671","114,793"
37,38,"Lehecka, Jiri","1,399,738","1,372,075","27,663"
38,39,"Borges, Nuno","1,392,896","1,315,604","77,292"
39,40,"Nakashima, Brandon","1,337,390","1,309,368","28,022"
40,41,"Struff, Jan-Lennard","1,330,682","1,231,618","99,064"
41,42,"Mannarino, Adrian","1,283,436","1,177,156","106,280"
42,43,"Monfils, Gael","1,265,775","1,265,775",0
43,44,"Marozsan, Fabian","1,258,289","1,206,806","51,483"
44,45,"Kecmanovic, Miomir","1,250,026","1,201,617","48,409"
45,46,"Michelsen, Alex","1,231,653","1,092,294","139,359"
46,47,"Norrie, Cameron","1,179,808","1,172,384","7,424"
47,48,"Davidovich Fokina, Alejandro","1,179,294","1,157,199","22,095"
48,49,"Sonego, Lorenzo","1,155,965","1,098,476","57,489"
49,50,"Safiullin, Roman","1,088,962","1,002,133","86,829"
50,51,"Mensik, Jakub","1,050,253","1,050,253",0
51,52,"Giron, Marcos","1,032,563","986,397","46,166"
52,53,"Shang, Juncheng","1,029,854","1,029,318",536
53,54T,"Granollers, Marcel","1,025,102",0,"1,025,102"
54,54T,"Zeballos, Horacio","1,025,102",0,"1,025,102"
55,56,"Vavassori, Andrea","1,023,738","195,025","828,713"
56,57,"Darderi, Luciano","1,019,074","945,356","73,718"
57,58,"Carballes Baena, Roberto","1,017,460","948,099","69,361"
58,59T,"Arevalo, Marcelo","1,007,925",0,"1,007,925"
59,59T,"Pavic, Mate","1,007,925",0,"1,007,925"
60,61,"Navone, Mariano","985,602","937,319","48,283"
61,62,"Martinez, Pedro","980,344","882,447","97,897"
62,63,"Bautista Agut, Roberto","976,118","972,308","3,810"
63,64,"Shapovalov, Denis","973,435","944,285","29,150"
64,65,"Shevchenko, Alexander","959,686","918,665","41,021"
65,66,"Ofner, Sebastian","948,435","878,443","69,992"
66,67,"Rinderknech, Arthur","940,548","896,944","43,604"
67,68,"Munar, Jaume","935,300","878,304","56,996"
68,69,"Muller, Alexandre","934,657","872,938","61,719"
69,70,"van de Zandschulp, Botic","931,605","852,616","78,989"
70,71,"Seyboth Wild, Thiago","915,177","840,885","74,292"
71,72,"Goffin, David","910,309","905,880","4,429"
72,73,"Hijikata, Rinky","909,780","788,804","120,976"
73,74,"Kotov, Pavel","908,533","867,847","40,686"
74,75,"Mpetshi Perricard, Giovanni","896,543","858,328","38,215"
75,76,"O'Connell, Christopher","872,069","858,586","13,483"
76,77,"Vukic, Aleksandar","866,750","828,642","38,108"
