,Rank,Name,Total,Singles,Doubles
0,1,"Djokovic, Novak","11,540,253","11,524,597","15,656"
1,2,"Alcaraz, Carlos","9,647,931","9,647,931",0
2,3,"Medvedev, Daniil","8,134,179","8,134,179",0
3,4,"Sinner, Jannik","5,748,892","5,697,879","51,013"
4,5,"Rublev, Andrey","5,163,128","4,795,071","368,057"
5,6,"Tsitsipas, Stefanos","4,612,266","4,460,015","152,251"
6,7,"Zverev, Alexander","3,819,312","3,715,164","104,148"
7,8,"Hurkacz, Hubert","3,750,925","3,652,676","98,249"
8,9,"Fritz, Taylor","3,476,103","3,380,455","95,648"
9,10,"Rune, Holger","3,448,430","3,425,919","22,511"
10,11,"Ruud, Casper","3,147,535","3,121,453","26,082"
11,12,"de Minaur, Alex","2,941,173","2,850,099","91,074"
12,13,"Khachanov, Karen","2,744,218","2,427,389","316,829"
13,14,"Dimitrov, Grigor","2,741,685","2,703,137","38,548"
14,15,"Tiafoe, Frances","2,664,546","2,588,010","76,536"
15,16,"Paul, Tommy","2,598,143","2,533,223","64,920"
16,17,"Shelton, Ben","2,513,275","2,323,394","189,881"
17,18,"Norrie, Cameron","2,181,535","2,089,231","92,304"
18,19,"Cerundolo, Francisco","1,977,097","1,900,945","76,152"
19,20,"Musetti, Lorenzo","1,960,234","1,907,709","52,525"
20,21,"Davidovich Fokina, Alejandro","1,849,884","1,810,831","39,053"
21,22,"Jarry, Nicolas","1,751,789","1,717,463","34,326"
22,23,"Auger-Aliassime, Felix","1,734,208","1,637,948","96,260"
23,24,"Lehecka, Jiri","1,690,526","1,603,119","87,407"
24,25,"Mannarino, Adrian","1,663,359","1,582,487","80,872"
25,26,"Bublik, Alexander","1,641,345","1,559,958","81,387"
26,27,"Griekspoor, Tallon","1,636,208","1,500,660","135,548"
27,28,"Evans, Daniel","1,609,462","1,519,445","90,017"
28,29,"Korda, Sebastian","1,586,158","1,545,830","40,328"
29,30,"Etcheverry, Tomas Martin","1,544,652","1,438,980","105,672"
30,31,"Eubanks, Christopher","1,455,211","1,384,763","70,448"
31,32,"McDonald, Mackenzie","1,433,180","1,245,066","188,114"
32,33,"Coric, Borna","1,423,273","1,418,121","5,152"
33,34,"Humbert, Ugo","1,384,636","1,364,466","20,170"
34,35,"Struff, Jan-Lennard","1,349,380","1,311,630","37,750"
35,36,"Baez, Sebastian","1,335,562","1,241,874","93,688"
36,37,"Djere, Laslo","1,313,279","1,286,152","27,127"
37,38,"Sonego, Lorenzo","1,295,161","1,252,149","43,012"
38,39,"van de Zandschulp, Botic","1,286,282","1,086,677","199,605"
39,40,"Karatsev, Aslan","1,285,793","1,253,157","32,636"
