,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","16,099,427","16,099,427",0
1,2,"Sinner, Jannik","14,049,641","14,043,396","6,245"
2,3,"Zverev, Alexander","5,332,674","5,248,768","83,906"
3,4,"Djokovic, Novak","5,005,223","4,992,293","12,930"
4,5,"Fritz, Taylor","4,748,228","4,729,036","19,192"
5,6,"de Minaur, Alex","4,514,211","4,464,727","49,484"
6,7,"Shelton, Ben","4,414,259","4,269,653","144,606"
7,8,"Auger-Aliassime, Felix","4,138,350","4,104,696","33,654"
8,9,"Musetti, Lorenzo","4,046,060","3,876,446","169,614"
9,10,"Draper, Jack","3,446,994","3,421,704","25,290"
10,11,"Ruud, Casper","3,292,413","3,268,588","23,825"
11,12,"Rublev, Andrey","3,172,489","3,047,413","125,076"
12,13,"Rune, Holger","2,979,717","2,973,472","6,245"
13,14,"Bublik, Alexander","2,946,760","2,893,894","52,866"
14,15,"Khachanov, Karen","2,911,301","2,774,481","136,820"
15,16,"Medvedev, Daniil","2,884,076","2,877,831","6,245"
16,17,"Davidovich Fokina, Alejandro","2,733,439","2,692,725","40,714"
17,18,"Mensik, Jakub","2,727,011","2,652,860","74,151"
18,19,"Cobolli, Flavio","2,706,432","2,611,275","95,157"
19,20,"Lehecka, Jiri","2,684,487","2,596,590","87,897"
20,21,"Machac, Tomas","2,347,618","2,161,964","185,654"
21,22,"Paul, Tommy","2,282,871","2,265,471","17,400"
22,23,"Cerundolo, Francisco","2,276,274","2,173,340","102,934"
23,24,"Tsitsipas, Stefanos","2,060,710","2,026,842","33,868"
24,25,"Shapovalov, Denis","2,043,079","2,018,950","24,129"
25,26,"Rinderknech, Arthur","2,010,467","1,959,911","50,556"
26,27,"Norrie, Cameron","1,954,044","1,911,420","42,624"
27,28,"Munar, Jaume","1,935,134","1,795,515","139,619"
28,29,"Tiafoe, Frances","1,915,478","1,870,534","44,944"
29,30,"Griekspoor, Tallon","1,904,549","1,790,038","114,511"
30,31,"Nakashima, Brandon","1,865,888","1,794,483","71,405"
