,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","21,354,778","21,354,778",0
1,2,"Sinner, Jannik","19,120,641","19,114,396","6,245"
2,3,"Zverev, Alexander","7,468,230","7,384,324","83,906"
3,4,"de Minaur, Alex","6,666,087","6,616,603","49,484"
4,5,"Musetti, Lorenzo","6,345,640","6,176,026","169,614"
5,6,"Fritz, Taylor","5,938,539","5,919,347","19,192"
6,7,"Auger-Aliassime, Felix","5,820,031","5,786,377","33,654"
7,8,"Shelton, Ben","5,672,734","5,528,128","144,606"
8,9,"Djokovic, Novak","5,140,175","5,127,245","12,930"
9,10,"Ruud, Casper","3,971,374","3,947,549","23,825"
10,11,"Rublev, Andrey","3,610,136","3,485,060","125,076"
11,12,"Medvedev, Daniil","3,512,178","3,505,933","6,245"
12,13,"Draper, Jack","3,446,994","3,421,704","25,290"
13,14,"Davidovich Fokina, Alejandro","3,404,529","3,363,815","40,714"
14,15,"Rune, Holger","3,340,029","3,333,784","6,245"
15,16,"Khachanov, Karen","3,307,201","3,170,381","136,820"
16,17,"Mensik, Jakub","3,126,711","3,052,560","74,151"
17,18,"Bublik, Alexander","3,084,445","3,031,579","52,866"
18,19,"Cobolli, Flavio","2,718,529","2,623,372","95,157"
19,20,"Lehecka, Jiri","2,684,487","2,596,590","87,897"
20,21,"Cerundolo, Francisco","2,683,442","2,580,508","102,934"
21,22,"Rinderknech, Arthur","2,363,389","2,312,833","50,556"
22,23,"Paul, Tommy","2,351,622","2,334,222","17,400"
23,24,"Machac, Tomas","2,347,618","2,161,964","185,654"
24,25,"Tien, Learner","2,309,803","2,245,561","64,242"
25,26,"Tsitsipas, Stefanos","2,208,778","2,174,910","33,868"
26,27,"Tiafoe, Frances","2,114,536","2,069,592","44,944"
27,28,"Nakashima, Brandon","2,112,032","2,040,627","71,405"
28,29,"Shapovalov, Denis","2,043,079","2,018,950","24,129"
29,30,"Norrie, Cameron","2,015,212","1,972,588","42,624"
30,31,"Vacherot, Valentin","1,953,312","1,945,447","7,865"
31,32,"Munar, Jaume","1,935,134","1,795,515","139,619"
32,33,"Griekspoor, Tallon","1,904,549","1,790,038","114,511"
33,34,"Sonego, Lorenzo","1,863,836","1,661,931","201,905"
34,35,"Popyrin, Alexei","1,839,584","1,707,310","132,274"
35,36,"Fonseca, Joao","1,769,740","1,757,191","12,549"
36,37,"Diallo, Gabriel","1,755,135","1,694,023","61,112"
37,38,"Dimitrov, Grigor","1,753,525","1,735,659","17,866"
38,39,"Darderi, Luciano","1,749,423","1,625,078","124,345"
39,40,"Cash, Julian","1,726,083",0,"1,726,083"
40,41,"Glasspool, Lloyd","1,715,246",0,"1,715,246"
41,42,"Borges, Nuno","1,694,475","1,530,329","164,146"
42,43,"Michelsen, Alex","1,685,043","1,464,284","220,759"
43,44,"Humbert, Ugo","1,647,011","1,635,293","11,718"
44,45T,"Heliovaara, Harri","1,551,921",0,"1,551,921"
45,45T,"Patten, Henry","1,551,921",0,"1,551,921"
46,47,"Moutet, Corentin","1,549,136","1,531,711","17,425"
47,48,"Muller, Alexandre","1,539,373","1,421,571","117,802"
48,49,"Zeballos, Horacio","1,527,730",0,"1,527,730"
49,50,"Fils, Arthur","1,509,191","1,464,031","45,160"
50,51,"Granollers, Marcel","1,499,226",0,"1,499,226"
51,52,"Altmaier, Daniel","1,483,733","1,481,497","2,236"
52,53,"Etcheverry, Tomas Martin","1,460,283","1,352,402","107,881"
53,54,"Baez, Sebastian","1,456,361","1,389,186","67,175"
54,55,"Marozsan, Fabian","1,445,209","1,396,753","48,456"
55,56,"Bergs, Zizou","1,435,594","1,382,401","53,193"
56,57T,"Arevalo, Marcelo","1,430,481",0,"1,430,481"
57,57T,"Pavic, Mate","1,430,481",0,"1,430,481"
58,59,"Kecmanovic, Miomir","1,382,732","1,323,725","59,007"
59,60,"Korda, Sebastian","1,376,445","1,182,353","194,092"
60,61,"Skupski, Neal","1,355,926",0,"1,355,926"
61,62,"Giron, Marcos","1,346,209","1,286,363","59,846"
62,63,"Salisbury, Joe","1,310,031",0,"1,310,031"
63,64,"Martinez, Pedro","1,305,228","1,110,036","195,192"
64,65,"Thompson, Jordan","1,299,785","1,028,560","271,225"
65,66,"Mpetshi Perricard, Giovanni","1,271,143","1,183,294","87,849"
66,67,"Arnaldi, Matteo","1,233,978","1,198,472","35,506"
67,68,"Berrettini, Matteo","1,222,092","1,178,756","43,336"
68,69,"Struff, Jan-Lennard","1,220,713","1,179,841","40,872"
69,70,"Opelka, Reilly","1,212,298","1,206,053","6,245"
70,71,"Halys, Quentin","1,204,883","1,101,440","103,443"
71,72,"Ugo Carabelli, Camilo","1,193,740","1,107,687","86,053"
72,73,"Bonzi, Benjamin","1,181,578","1,094,928","86,650"
73,74,"Mannarino, Adrian","1,157,288","1,131,766","25,522"
74,75,"Hurkacz, Hubert","1,153,504","1,148,175","5,329"
75,76,"Brooksby, Jenson","1,153,180","1,123,768","29,412"
76,77,"Monfils, Gael","1,132,623","1,127,483","5,140"
77,78,"Fearnley, Jacob","1,125,036","1,083,543","41,493"
78,79,"Dzumhur, Damir","1,105,311","1,050,929","54,382"
79,80,"Vukic, Aleksandar","1,101,895","1,066,368","35,527"
