,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","10,965,049","10,932,935","32,114"
1,2,"Alcaraz, Carlos","8,851,407","8,851,407",0
2,3,"Zverev, Alexander","6,288,069","6,152,224","135,845"
3,4,"Medvedev, Daniil","4,656,908","4,614,162","42,746"
4,5,"Fritz, Taylor","4,379,620","4,296,838","82,782"
5,6,"Djokovic, Novak","3,836,915","3,836,915",0
6,7,"Ruud, Casper","3,806,368","3,751,412","54,956"
7,8,"Rublev, Andrey","3,596,810","3,543,067","53,743"
8,9,"de Minaur, Alex","3,420,709","3,382,381","38,328"
9,10,"Tsitsipas, Stefanos","3,160,643","3,036,203","124,440"
10,11,"Dimitrov, Grigor","2,817,251","2,800,300","16,951"
11,12,"Hurkacz, Hubert","2,704,132","2,676,032","28,100"
12,13,"Paul, Tommy","2,678,507","2,649,675","28,832"
13,14,"Tiafoe, Frances","2,564,545","2,544,448","20,097"
14,15,"Musetti, Lorenzo","2,511,812","2,442,527","69,285"
15,16,"Thompson, Jordan","2,487,063","1,487,705","999,358"
16,17,"Korda, Sebastian","2,185,286","1,902,107","283,179"
17,18,"Rune, Holger","2,170,927","2,137,014","33,913"
18,19,"Popyrin, Alexei","2,170,437","2,135,433","35,004"
19,20,"Humbert, Ugo","2,169,088","2,128,766","40,322"
20,21,"Draper, Jack","2,156,672","2,119,354","37,318"
21,22,"Fils, Arthur","1,971,208","1,914,250","56,958"
22,23,"Shelton, Ben","1,967,176","1,814,111","153,065"
23,24,"Khachanov, Karen","1,751,717","1,654,915","96,802"
24,25,"Jarry, Nicolas","1,686,429","1,607,188","79,241"
25,26,"Auger-Aliassime, Felix","1,685,618","1,657,850","27,768"
26,27,"Baez, Sebastian","1,661,176","1,589,408","71,768"
27,28,"Bublik, Alexander","1,598,212","1,426,393","171,819"
28,29,"Griekspoor, Tallon","1,586,477","1,405,099","181,378"
29,30,"Cerundolo, Francisco","1,576,439","1,466,916","109,523"
30,31,"Zhang, Zhizhen","1,573,217","1,367,956","205,261"
31,32,"Tabilo, Alejandro","1,571,053","1,473,715","97,338"
32,33,"Machac, Tomas","1,560,583","1,358,119","202,464"
33,34,"Purcell, Max","1,553,677","773,141","780,536"
34,35,"Cobolli, Flavio","1,517,930","1,445,858","72,072"
35,36,"Arnaldi, Matteo","1,515,264","1,494,450","20,814"
36,37,"Etcheverry, Tomas Martin","1,405,144","1,299,671","105,473"
37,38,"Borges, Nuno","1,392,896","1,315,604","77,292"
38,39,"Lehecka, Jiri","1,352,038","1,324,375","27,663"
39,40,"Struff, Jan-Lennard","1,330,682","1,231,618","99,064"
40,41,"Nakashima, Brandon","1,302,840","1,274,818","28,022"
41,42,"Marozsan, Fabian","1,258,289","1,206,806","51,483"
42,43,"Mannarino, Adrian","1,250,866","1,153,906","96,960"
43,44,"Kecmanovic, Miomir","1,215,476","1,167,067","48,409"
44,45,"Michelsen, Alex","1,197,103","1,057,744","139,359"
45,46,"Norrie, Cameron","1,176,143","1,168,719","7,424"
46,47,"Monfils, Gael","1,164,775","1,164,775",0
47,48,"Davidovich Fokina, Alejandro","1,144,744","1,122,649","22,095"
48,49,"Sonego, Lorenzo","1,132,715","1,075,226","57,489"
49,50T,"Granollers, Marcel","1,008,052",0,"1,008,052"
50,50T,"Zeballos, Horacio","1,008,052",0,"1,008,052"
51,52T,"Arevalo, Marcelo","998,605",0,"998,605"
52,52T,"Pavic, Mate","998,605",0,"998,605"
53,54,"Shang, Juncheng","995,304","994,768",536
54,55,"Vavassori, Andrea","991,938","195,025","796,913"
55,56,"Safiullin, Roman","987,962","901,133","86,829"
56,57,"Darderi, Luciano","978,774","922,106","56,668"
57,58,"Giron, Marcos","973,563","927,397","46,166"
58,59,"Navone, Mariano","962,352","914,069","48,283"
59,60,"Carballes Baena, Roberto","958,460","889,099","69,361"
60,61,"Bautista Agut, Roberto","952,868","949,058","3,810"
61,62,"Ofner, Sebastian","948,435","878,443","69,992"
62,63,"Shapovalov, Denis","938,885","909,735","29,150"
63,64,"Martinez, Pedro","925,499","836,922","88,577"
64,65,"Rinderknech, Arthur","905,998","862,394","43,604"
65,66,"Munar, Jaume","900,750","843,754","56,996"
66,67,"Shevchenko, Alexander","900,686","859,665","41,021"
67,68,"van de Zandschulp, Botic","897,055","818,066","78,989"
68,69,"Kotov, Pavel","885,283","844,597","40,686"
69,70,"Hijikata, Rinky","881,970","760,994","120,976"
70,71,"Seyboth Wild, Thiago","880,627","806,335","74,292"
71,72,"Muller, Alexandre","875,657","813,938","61,719"
72,73,"Mpetshi Perricard, Giovanni","873,293","835,078","38,215"
73,74,"Mensik, Jakub","865,253","865,253",0
74,75,"Lajovic, Dusan","851,995","823,012","28,983"
75,76,"O'Connell, Christopher","848,819","835,336","13,483"
76,77,"Kokkinakis, Thanasi","847,560","804,652","42,908"
77,78,"Coric, Borna","842,799","842,799",0
78,79,"Koepfer, Dominik","829,663","706,723","122,940"
79,80,"Nishioka, Yoshihito","818,594","799,931","18,663"
80,81,"Vukic, Aleksandar","807,750","769,642","38,108"
81,82,"Hanfmann, Yannick","801,395","686,699","114,696"
